,ClassLabel,Sentence,SentimentScore,SubjectivityScore
1982,1,Mission Impossible 3 was excellent.,0.16666666666666669,1.0
1983,1,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",-0.6666666666666666,1.0
1984,1,"I liked the first "" Mission Impossible.",0.06111111111111112,0.7111111111111111
1985,1,the last stand and Mission Impossible 3 both were awesome movies.,0.11111111111111112,0.6888888888888888
1986,1,i love kirsten / leah / kate escapades and mission impossible tom as well...,-0.08333333333333331,0.8
1987,1,mission impossible 2 rocks!!....,-1.0,1.0
1988,1,I love politics and Harry Potter...,0.5,0.6
1989,1,"For example, I love the Harry Potter books as a reader.",0.5,0.6
1990,1,I really love Harry Potter and I want to have a house to be excited about and feel proud of.,0.5583333333333333,0.7833333333333333
1991,1,Harry Potter & the Goblet of Fire was awesome!..,1.0,1.0
1992,1,"I liked the Harry Potter lines, but Ron is my favourite character...",0.6,0.8
1993,1,I know you are all wondering now about whom I love more � Harry Potter or Eragon Shadeslayer � the truth is and will always be Harry Potter.,0.5,0.55
1994,1,I like Harry Potter.,0.0,0.0
1995,1,I was thinking of re-reading the 6th Harry Potter book ( Half-Blood Prince ) which is an awesome book and I can't wait to read the final one when it comes out.,0.5,1.0
1996,1,I was thinking of re-reading the 6th Harry Potter book ( Half-Blood Prince ) which is an awesome book and I can't wait to read the final one when it comes out.,0.5,1.0
1997,1,I love Harry Potter.,0.5,0.6
1998,1,I love the shoes and the Harry Potter picture.,0.5,0.6
1999,1,I love that Harry Potter.,0.5,0.6
2000,1,"Harry Potter and the Philosopher's Stone, J. K. Rowling ( Strangely, I'm a fan of HP fanfic, but not of the book. ).",-0.05,0.15
2001,1,"I wish I could write a paper entitled "" Why Harry Potter is Awesome.",1.0,1.0
2002,1,I love Harry Potter...,0.5,0.6
2003,1,"I love Harry Potter, Twilight, Series of Unfortunate Events, and tons more!",0.20833333333333331,0.7000000000000001
2004,1,i HATE clickfive as much as i love Harry Potter.,-0.15000000000000002,0.75
2005,1,Harry Potter is awesome!,1.0,1.0
2006,1,lol I love Harry Potter like a fat kid loves cake.,0.65,0.6499999999999999
2007,1,I just love the Harry Potter series.,0.5,0.6
2008,1,"I absolutely LOVE Harry Potter, as you can tell already.",0.5,0.6
2009,1,"I absolutely LOVE Harry Potter, as you can tell already.",0.5,0.6
2010,1,"I absolutely LOVE Harry Potter, as you can tell already.",0.5,0.6
2011,1,children's texts-fantasy perhaps most obviously-is often criticized for oversimplifying the struggle of good vs. evil ( Harry Potter might be a good example of this ).,0.225,0.675
2012,1,"You know, the Harry Potter books are decent enough, and I ’ m glad they ’ ve got kids reading, and reading big thick books at that.",0.07333333333333332,0.5483333333333333
2013,1,I like Harry Potter a lot too.,0.0,0.0
2014,1,I got burnt out on heavy reading and have been enjoying the Harry Potter series.,0.15,0.55
2015,1,"I suppose I enjoyed Harry Potter, Tom Sawyer was good too..",0.6,0.65
2016,1,I miss the Harry Potter Hookup.,0.0,0.0
2017,1,I also really enjoy rereading the Harry Potter series right before a movie and new book come out.,0.274025974025974,0.4967532467532467
2018,1,"I like their Harry Potter and pop culture stuff, but I'm not very picky!.",-0.125,0.3
2019,1,1st and 2nd Harry Potter movies are clearly the best / funniest...,0.05000000000000001,0.19166666666666665
2020,1,"I absolutely LOVE Harry Potter, as you can tell already.",0.5,0.6
2021,1,"It was planned so no biggie, I was admiring his sisters Harry Potter collection while I waited.",0.0,0.0
2022,1,"I absolutely LOVE Harry Potter, as you can tell already.",0.5,0.6
2023,1,"I absolutely LOVE Harry Potter, as you can tell already.",0.5,0.6
2024,1,"I have two awesome Harry Potter costumes I'm planning for 2007, but they aren't finished yet, unfortunately!",0.1875,1.0
2025,1,I miss Harry Potter and Japenese food..,0.0,0.0
2026,1,"This is undoubtedly a big deal as I do not purchase movies a la DVD. The only ones I own are series like Harry Potter, Narnia, and Disney movies.",0.2,0.7000000000000001
2027,1,I love Harry Potter.,0.5,0.6
2028,1,"and I love Harry Potter and i like talking walks, going to the beach, and eating Oreos!..",0.625,0.6
2029,1,"I absolutely LOVE Harry Potter, as you can tell already.",0.5,0.6
2030,1,"I absolutely LOVE Harry Potter, as you can tell already.",0.5,0.6
2031,1,"After I'd read OotP for the sixth time, I was desperate for some new Harry Potter.",-0.2318181818181818,0.7272727272727273
2032,1,I loved the Harry Potter books before I discovered fanfiction but fanfiction made me love them even more.,0.5666666666666667,0.6333333333333333
2033,1,for that ( but since it was my fault she is into Harry Potter...,0.0,0.0
2034,1,for that ( but since it was my fault she is into Harry Potter...,0.0,0.0
2035,1,I love Harry Potter books < 3 so good Im a big dork.,0.4,0.4333333333333334
2036,1,I found that Harry Potter is a great read in German..,0.4,0.375
2037,1,"When I was in primary school, I loved Harry Potter to bits.",0.55,0.65
2038,1,Happiness usually comes in the form of my amazing storytimes and my Harry Potter club and my occasional few and far between talks with Julia and Marisa.,0.15833333333333335,0.4291666666666667
2039,1,"I love the Big empty series spec the second book, and I love Candy, and Harry Potter, and Requim for a Dream, and The Body of Christopher Creed...",0.18,0.36
2040,1,"@ shraddha: You are a Harry Potter fan too, that's great.",0.8,0.75
2041,1,"I love Harry Potter, x-men, LotR, Superman and any other big budget nerd film.",0.125,0.3583333333333333
2042,1,It's very rare to have me get into a book that I like as much as Harry Potter.,0.29500000000000004,0.6
2043,1,I love Harry Potter!.,0.625,0.6
2044,1,i miss Harry Potter.,0.0,0.0
2045,1,"I love Harry Potter books-not the bootlegged movies, which Daniel Radcliffe ruined...",0.5,0.6
2046,1,I enjoy reading Harry Potter.,0.4,0.5
2047,1,Harry Potter is great if you have read the book!,1.0,0.75
2048,1,love Harry Potter.,0.5,0.6
2049,1,"Harry Potter is good, but there's only 4 of those..",0.35,0.8
2050,1,I love Harry Potter!..,0.625,0.6
2051,1,The Harry Potter books are completely amazing.,0.6000000000000001,0.9
2052,1,Write us a Harry Potter poem for a chance to win a fabulous Harry Potter prize!!..,0.7125,0.7
2053,1,Harry Potter anything is awesome.,1.0,1.0
2054,1,I love Harry Potter!,0.625,0.6
2055,1,The Harry Potter scar would be cool...,0.35,0.65
2056,1,I love Harry Potter...,0.5,0.6
2057,1,"And so this girl ( okay, it's totally me ), who loved Equus and Harry Potter in equal measure, BOUGHT A TICKET TO THE SHOW ON MARCH 31st!..",0.3,0.575
2058,1,Artemis Fowl: The Lost Colony by Eoin Colfer – 385 pages – I love this series of Young Adult books damn near as much as I love Harry Potter.,0.25999999999999995,0.4600000000000001
2059,1,which made me realize how much I love Harry Potter..,0.5,0.6
2060,1,Harry Potter = Gorgeous!.,0.875,0.9
2061,1,And I loved Harry Potter.,0.7,0.8
2062,1,"Harry Potter was so adorable, he had a scar and everything.: ) I love Harry Potter.",0.5,0.8666666666666667
2063,1,The Harry Potter movies are awesome for mocking..,1.0,1.0
2064,1,Harry Potter is awesome...,1.0,1.0
2065,1,I love Harry Potter and I love making friends.,0.5,0.6
2066,1,I freagin'love Harry Potter and all of it's magical lore...,0.5,0.8
2067,1,I LOVE Harry Potter.,0.5,0.6
2068,1,"Okay, so y'all know me, and you know that I love Harry Potter.",0.5,0.55
2069,1,"I love Harry Potter, but I don't think J. K. Rowling is the best author in the world...",0.75,0.45
2070,1,I LOVE Harry Potter!!!,0.9765625,0.6
2071,1,"I personaly like Harry Potter, And I encourage kids to read the book, It is Wholesome FOR FUCK SAKES....",-0.4,0.6
2072,1,I would like a Harry Potter type scarf for Christmas..,0.0,0.0
2073,1,And I liked the Harry Potter joke ( my friend was telling me almost the same thing at the same time ).,0.2,0.35000000000000003
2074,1,* I like Harry Potter..,0.0,0.0
2075,1,"She's my student last year who I read Harry Potter with, and she kept saying "" Harry Potter is beautiful!",0.5,0.5333333333333333
2076,1,"* g * But, much as I love the Harry Potter movies, the books are better...",0.5,0.55
2077,1,"I love Harry Potter, Lilo and Stitch, Barnyard was awesome.",0.75,0.8
2078,1,"Also: "" Sexy Harry Potter.",0.5,1.0
2079,1,I want to be a part of this community because I love Harry Potter and want to discuss it and theories about book 7 with other people that love Harry Potter.,0.2916666666666667,0.525
2080,1,"Also: "" Sexy Harry Potter.",0.5,1.0
2081,1,Harry Potter and the Sorcerer's Stone is great but I had forgotten what a low reading level it is. > _ <..,0.4,0.525
2082,1,"I enjoy discussing Harry Potter, and I know there is still a lot for me to learn about it.",0.4,0.5
2083,1,"Me, I like the Harry Potter movies but the books have no real appeal for me.",-0.1,0.30000000000000004
2084,1,"Because I like Harry Potter and I in Eragon's case, I like dragons...",0.0,0.0
2085,1,"I love Harry Potter and if there's someone like him, I wanna date him... -- Jamaica, Queens..",0.15,0.375
2086,1,The Harry Potter Earrings Girl was awesome...,1.0,1.0
2087,1,Which just goes to show how much I love Harry Potter. [ A lot a lot a lot a lot. ]..,0.5,0.6
2088,1,I also adore Harry Potter and Hogwarts...,0.0,0.0
2089,1,"Hey thanks for the comment < / 33 Emma Watson is very pretty, and I absolutely love the Harry Potter movies.",0.3416666666666666,0.6
2090,1,"I was so proud of myself that I was given the task of making Harry Potter sexy, and achieved it...",0.65,1.0
2091,1,No... but I love Harry Potter...,0.5,0.6
2092,1,Gotta Love Harry Potter icons..,0.5,0.6
2093,1,One of the main reasons I've always loved the Harry Potter fandom is because I felt like it was a place where everyone could belong.,0.4333333333333333,0.5666666666666667
2094,1,We both love Harry Potter and Grey's Anatomy.,0.225,0.35
2095,1,"I love Harry Potter, you should try it too.",0.5,0.6
2096,1,"I like Harry Potter, I like Eragon, I like Lord of the Rings...",0.0,0.0
2097,1,The Harry Potter picture is awesome.,1.0,1.0
2098,1,I love Harry Potter.,0.5,0.6
2099,1,None of friends are into Harry Potter so I would love to be part of a community that is dedicated to something I love.,0.5,0.6
2100,1,I love Harry Potter = ) ) )..,0.5,0.8
2101,1,Friday-Harry Potter Feast = AMAZING!,0.7500000000000001,0.9
2102,1,"Spoke with Mrs. Cowan briefly about a Harry Potter independent study, which would be incredibly awesome, but which I am also far, far too lazy to take my last semester in college...",0.13571428571428573,0.6464285714285714
2103,1," I love you Harry Potter!
1	Dorks are the best and Harry Potter is pretty awesome...
1	I love Harry Potter and Lord of the Rings.
1	 Harry Potter "" series ( because of the delicious way my life is sucked away when I read it )..",0.7291666666666666,0.75
2104,1,"Well, at least Harry Potter is real good so far.",0.26666666666666666,0.7666666666666667
2105,1,I love Harry Potter...,0.5,0.6
2106,1,Harry Potter Rocks!,0.0,0.0
2107,1,I'd almost forgotten how much I love Harry Potter.,0.5,0.6
2108,1,I love Harry Potter.,0.5,0.6
2109,1,I love Harry Potter......,0.5,0.6
2110,1,"I ’ m also a person who very much enjoys in-depth conversations, especially over subjects I'm interested and intrigued by, like Harry Potter.",0.17,0.5866666666666667
2111,1,"yeah, I love Harry Potter to death, lol!..",0.75,0.6499999999999999
2112,1,I also have my kick-ass Harry Potter robe that lends itself nicely to Halloween.,0.6,1.0
2113,1,and I do enjoy reading the Harry Potter series...,0.4,0.5
2114,1,Harry Potter is brilliant.,0.9,1.0
2115,1,"* He deemed me cool because I like Gavin DeGraw, Harry Potter, The Beatles, and drawing..",0.35,0.65
2116,1,"Don't get me wrong, I like Harry Potter, but I need a fantasy movie of a different kind every once in a while.",0.033333333333333326,0.7999999999999999
2117,1,I love its Harry Potter Hall ~ kaka..,0.5,0.6
2118,1,"It can be seen all over the television and movie screens or in the popular novel, the Harry Potter craze is a perfect example of a literary version's adaptation to both.",0.5666666666666668,0.6666666666666666
2119,1,Love the Harry Potter series though I try not to talk about it too much..,0.35,0.4
2120,1,I love Harry Potter.,0.5,0.6
2121,1,Love the Harry Potter series though I try not to talk about it too much..,0.35,0.4
2122,1,Love the Harry Potter series though I try not to talk about it too much..,0.35,0.4
2123,1,Love the Harry Potter series though I try not to talk about it too much..,0.35,0.4
2124,1,Love the Harry Potter series though I try not to talk about it too much..,0.35,0.4
2125,1,What makes me love Harry Potter is the way it just grips you.,0.5,0.6
2126,1,Because I love Harry Potter.,0.5,0.6
2127,1,"I do have a job and college, but I love Harry Potter and I will try to sort as often as I can.",0.5,0.6
2128,1,Harry Potter and why it rocks.,0.0,0.0
2129,1,"First, I should state that I have enjoyed every Harry Potter film very much.",0.3366666666666667,0.4311111111111111
2130,1,I love all Harry Potter fandom.,0.5,0.6
2131,1,Harry Potter = Gorgeous!.,0.875,0.9
2132,1,What I want to do is dress up like Harry Potter but I don't really have a lot of money and I haven't been able to find anywhere in town that had adult Harry Potter costumes.,0.26666666666666666,0.375
2133,1,Harry Potter's awesome..,1.0,1.0
2134,1,"Harry Potter and the Veil of Darkness by Oceans Phoenix Word total 517,648 and counting. ( 6th year fic, actually looks fairly interesting.",0.16666666666666666,0.45
2135,1,"I also love Harry Potter,, and I'm strangely drawn to vampire books ( don't ask me why ).",0.225,0.375
2136,1,Harry Potter = Gorgeous!.,0.875,0.9
2137,1,I want Harry Potter back!..,0.0,0.0
2138,1,A / N: This is a gift for sivullinen who requested: ” I'd love some NC-17 het in Harry Potter fandom.,0.5,0.6
2139,1,I enjoy taking Harry Potter quizzes.,0.4,0.5
2140,1,Deciding how I want the 7th Harry Potter to go -..,0.0,0.0
2141,1,A / N: This is a gift for sivullinen who requested: ” I'd love some NC-17 het in Harry Potter fandom.,0.5,0.6
2142,1,"XD I also like Harry Potter, anime, manga, reading, food, movies, music, friends...",0.0,0.0
2143,1,  I liked Harry Potter and I'll be sorry to see him grow up.,0.04999999999999999,0.9
2144,1,"Personally, I love reading Harry Potter books.",0.5,0.6
2145,1,"Harry Potter rehearsal was very good, too.",0.91,0.7800000000000001
2146,1,So I decided that having an invisibility cloak like Harry Potter would be excellent.,1.0,1.0
2147,1,"Harry Potter & the Goblet of Fire: "" it is good it folows on from the other movies ""..",0.2875,0.4875
2148,1,"I miss Harry Potter and stuff, man........",0.0,0.0
2149,1,"If only I had a machine that lets me see into the future, like Harry Potter �...",0.0,0.5625
2150,1,"Since I had never read a book that was not in Portuguese or Spanish, she told me to read a children's book like Harry Potter first.",0.125,0.16666666666666666
2151,1,And I like Harry Potter.,0.0,0.0
2152,1,I freaking love Harry Potter!.,0.625,0.6
2153,1,I miss seeing Harry Potter like 200 times with you..,0.0,0.0
2154,1,I like the Harry Potter explaination though that girls always travel in packs.,0.0,0.0
2155,1,made freaking awesome Harry Potter animated emotes.,1.0,1.0
2156,1,"I keep gettting into little I want my Harry Potter fits and having to watch 4, Which I also can't wait till 5 in out in the movies.",-0.1875,0.5
2157,1,Apparently I will want to cast spells on people because I like Harry Potter.,0.05,0.35
2158,1,"To be fair, Harry Potter and the Goblet of Fire ( the novel ) is simply a lower shade of brilliant than the others, but I had issues with it.",0.5333333333333333,0.7523809523809524
2159,1,Book-I love the Harry Potter books.,0.5,0.6
2160,1,"If you don't know that I love reading Harry Potter, you probably have never read my other posts before.",0.1875,0.4875
2161,1,"Anyway, we both love Harry Potter, books, Pirates of the Caribbean, taking pictures, and writing and we have the same sarcastic and quirky sense of humor.",0.15,0.63125
2162,1,"I also love Harry Potter, but I ’ m not too big on the OTP and Shipping side of it....",0.25,0.35
2163,1,Harry Potter is a story of good conquering evil and the friendships that are formed along the way...,-0.15000000000000002,0.8
2164,1,Harry Potter Rocks!!!!!!!!!,0.0,0.0
2165,1,I love Harry Potter.,0.5,0.6
2166,1,I love Harry Potter ( the books are much better than the movies ).,0.5,0.55
2167,1,but i also love the Harry Potter books!!...,0.78125,0.6
2168,1,* dies * I love Harry Potter...,0.5,0.6
2169,1,I love Harry Potter.,0.5,0.6
2170,1,but you know what i enjoy the MOST reading or watching anything Harry Potter related during the winter more specifically when the Christmas tree is up and it's snowing outside.,0.28,0.39
2171,1,"And I love Harry Potter, and it would devastate me not to be included.",0.5,0.6
2172,1,I love your coloured Harry Potter too: ).,0.5,0.8
2173,1,I love intellectual Harry Potter debates..,0.4,0.5
2174,1,"Irrespective of whether she writes them or not, I am sure that the Harry Potter legacy is in good hands and I sure hope that the grand finale lives up to the hype.....",0.55,0.8444444444444444
2175,1,I LOVE Harry Potter.,0.5,0.6
2176,1,"I love Harry Potter, but right now I hate it ( me younger sis's watching it ).",-0.003571428571428587,0.5089285714285714
2177,1,That loves Harry Potter...,0.0,0.0
2178,1,"If theres one thing I love as much as Harry Potter, its Avatar!!!..",0.4453125,0.4
2179,1,"I really like Harry Potter, Sports Day, The Messiah Complex and Stopped by Police stories too, as you can see I like the longer ones..",-0.04999999999999999,0.30000000000000004
2180,1,"I love Harry Potter, but every few months or so I'll go through an intense Harry Potter phase.",0.16666666666666666,0.5666666666666667
2181,1,"Idk why, but Harry Potter icons are always the funniest.......",0.0,0.0
2182,1,I like Harry Potter..,0.0,0.0
2183,1,"I am glad that you enjoyed it and yes, I am a big Harry Potter fan and a fan of children's literature.",0.3333333333333333,0.6
2184,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",0.3,0.3083333333333333
2185,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",0.19444444444444445,0.6666666666666666
2186,1,Harry Potter is AWESOME I don't care if anyone says differently!..,0.5,0.8
2187,1,I love Harry Potter..,0.5,0.6
2188,1,I love Harry Potter.,0.5,0.6
2189,1,I love Harry Potter.,0.5,0.6
2190,1,I am going to start reading the Harry Potter series again because that is one awesome story.,1.0,1.0
2191,1,"I, too, like Harry Potter..",0.0,0.0
2192,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",0.16666666666666666,0.4166666666666667
2193,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",0.5,0.6
2194,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",0.3,0.3083333333333333
2195,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",0.19444444444444445,0.6666666666666666
2196,1,Harry Potter is AWESOME I don't care if anyone says differently!..,0.5,0.8
2197,1,I love Harry Potter..,0.5,0.6
2198,1,I love Harry Potter.,0.5,0.6
2199,1,I love Harry Potter.,0.5,0.6
2200,1,I am going to start reading the Harry Potter series again because that is one awesome story.,1.0,1.0
2201,1,"I, too, like Harry Potter..",0.0,0.0
2202,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",0.16666666666666666,0.4166666666666667
2203,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",0.5,0.6
2204,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",0.3,0.3083333333333333
2205,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",0.19444444444444445,0.6666666666666666
2206,1,Harry Potter is AWESOME I don't care if anyone says differently!..,0.5,0.8
2207,1,I love Harry Potter..,0.5,0.6
2208,1,I love Harry Potter.,0.5,0.6
2209,1,I love Harry Potter.,0.5,0.6
2210,1,I am going to start reading the Harry Potter series again because that is one awesome story.,1.0,1.0
2211,1,"I, too, like Harry Potter..",0.0,0.0
2212,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",0.16666666666666666,0.4166666666666667
2213,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",0.5,0.6
2214,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",0.3,0.3083333333333333
2215,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",0.19444444444444445,0.6666666666666666
2216,1,Harry Potter is AWESOME I don't care if anyone says differently!..,0.5,0.8
2217,1,I love Harry Potter..,0.5,0.6
2218,1,I love Harry Potter.,0.5,0.6
2219,1,I love Harry Potter.,0.5,0.6
2220,1,I am going to start reading the Harry Potter series again because that is one awesome story.,1.0,1.0
2221,1,"I, too, like Harry Potter..",0.0,0.0
2222,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",0.16666666666666666,0.4166666666666667
2223,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",0.5,0.6
2224,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",0.3,0.3083333333333333
2225,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",0.19444444444444445,0.6666666666666666
2226,1,Harry Potter is AWESOME I don't care if anyone says differently!..,0.5,0.8
2227,1,I love Harry Potter..,0.5,0.6
2228,1,I love Harry Potter.,0.5,0.6
2229,1,I love Harry Potter.,0.5,0.6
2230,1,I am going to start reading the Harry Potter series again because that is one awesome story.,1.0,1.0
2231,1,"I, too, like Harry Potter..",0.0,0.0
2232,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",0.16666666666666666,0.4166666666666667
2233,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",0.5,0.6
2234,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",0.3,0.3083333333333333
2235,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",0.19444444444444445,0.6666666666666666
2236,1,Harry Potter is AWESOME I don't care if anyone says differently!..,0.5,0.8
2237,1,I love Harry Potter..,0.5,0.6
2238,1,I love Harry Potter.,0.5,0.6
2239,1,I love Harry Potter.,0.5,0.6
2240,1,I am going to start reading the Harry Potter series again because that is one awesome story.,1.0,1.0
2241,1,"I, too, like Harry Potter..",0.0,0.0
2242,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",0.16666666666666666,0.4166666666666667
2243,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",0.5,0.6
2244,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",0.3,0.3083333333333333
2245,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",0.19444444444444445,0.6666666666666666
2246,1,Harry Potter is AWESOME I don't care if anyone says differently!..,0.5,0.8
2247,1,I love Harry Potter..,0.5,0.6
2248,1,I love Harry Potter.,0.5,0.6
2249,1,I love Harry Potter.,0.5,0.6
2250,1,I am going to start reading the Harry Potter series again because that is one awesome story.,1.0,1.0
2251,1,"I, too, like Harry Potter..",0.0,0.0
2252,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",0.16666666666666666,0.4166666666666667
2253,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",0.5,0.6
2254,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",0.3,0.3083333333333333
2255,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",0.19444444444444445,0.6666666666666666
2256,1,Harry Potter is AWESOME I don't care if anyone says differently!..,0.5,0.8
2257,1,I love Harry Potter..,0.5,0.6
2258,1,I love Harry Potter.,0.5,0.6
2259,1,I love Harry Potter.,0.5,0.6
2260,1,I am going to start reading the Harry Potter series again because that is one awesome story.,1.0,1.0
2261,1,"I, too, like Harry Potter..",0.0,0.0
2262,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",0.16666666666666666,0.4166666666666667
2263,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",0.5,0.6
2264,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",0.3,0.3083333333333333
2265,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",0.19444444444444445,0.6666666666666666
2266,1,Harry Potter is AWESOME I don't care if anyone says differently!..,0.5,0.8
2267,1,I love Harry Potter..,0.5,0.6
2268,1,I love Harry Potter.,0.5,0.6
2269,1,I love Harry Potter.,0.5,0.6
2270,1,I am going to start reading the Harry Potter series again because that is one awesome story.,1.0,1.0
2271,1,"I, too, like Harry Potter..",0.0,0.0
2272,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",0.16666666666666666,0.4166666666666667
2273,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",0.5,0.6
2274,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",0.3,0.3083333333333333
2275,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",0.19444444444444445,0.6666666666666666
2276,1,Harry Potter is AWESOME I don't care if anyone says differently!..,0.5,0.8
2277,1,I love Harry Potter..,0.5,0.6
2278,1,I love Harry Potter.,0.5,0.6
2279,1,I love Harry Potter.,0.5,0.6
2280,1,I am going to start reading the Harry Potter series again because that is one awesome story.,1.0,1.0
2281,1,"I, too, like Harry Potter..",0.0,0.0
2282,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",0.16666666666666666,0.4166666666666667
2283,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",0.5,0.6
2284,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",0.3,0.3083333333333333
2285,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",0.19444444444444445,0.6666666666666666
2286,1,Harry Potter is AWESOME I don't care if anyone says differently!..,0.5,0.8
2287,1,I love Harry Potter..,0.5,0.6
2288,1,I love Harry Potter.,0.5,0.6
2289,1,I love Harry Potter.,0.5,0.6
2290,1,I am going to start reading the Harry Potter series again because that is one awesome story.,1.0,1.0
2291,1,"I, too, like Harry Potter..",0.0,0.0
2292,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",0.16666666666666666,0.4166666666666667
2293,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",0.5,0.6
2294,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",0.3,0.3083333333333333
2295,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",0.19444444444444445,0.6666666666666666
2296,1,Harry Potter is AWESOME I don't care if anyone says differently!..,0.5,0.8
2297,1,I love Harry Potter..,0.5,0.6
2298,1,I love Harry Potter.,0.5,0.6
2299,1,I love Harry Potter.,0.5,0.6
2300,1,I am going to start reading the Harry Potter series again because that is one awesome story.,1.0,1.0
2301,1,"I, too, like Harry Potter..",0.0,0.0
2302,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",0.16666666666666666,0.4166666666666667
2303,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",0.5,0.6
2304,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",0.3,0.3083333333333333
2305,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",0.19444444444444445,0.6666666666666666
2306,1,Harry Potter is AWESOME I don't care if anyone says differently!..,0.5,0.8
2307,1,I love Harry Potter..,0.5,0.6
2308,1,I love Harry Potter.,0.5,0.6
2309,1,I love Harry Potter.,0.5,0.6
2310,1,I am going to start reading the Harry Potter series again because that is one awesome story.,1.0,1.0
2311,1,"I, too, like Harry Potter..",0.0,0.0
2312,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",0.16666666666666666,0.4166666666666667
